# ,Level,Version,Checkpoint,Summary,Description,Remediation,Value Statement,Severity,Reference,Category,Widget Coverage ,CSR,Affected Disability ,Reference (Developer),Reference (Designer),,,,,,,,,
1,A,2.0,1.1.1 Non-text content ,Image link missing alt text,"An img element is the only content of the link, but it is missing alt text. Alt text should describe the purpose of the link.","Action: When set inside a link with no accessible name, all images present must be given an alt attribute.
  
How to fix:
Using alt attributes, add concise, meaningful alt text for images inside a link with no accessible name, e.g., ""Local Weather Report"".","Images and graphic content observable by sighted users should be equally communicated with clear, meaningful, and descriptive alternative text (alt tags) to visually impaired visitors using screen readers and assistive tech. The absence of such tags is an accessibility violation.

When an alt attribute is not present on an image, a screen reader may announce the image's file name and path instead. This fails to communicate the image's content.",Critical,https://www.w3.org/WAI/WCAG21/Understanding/non-text-content,Content,Yes,Yes,"Blind, Low Vision, Deafblind, Cognitive ","
Provide an Accessible Method for Exposing Long Text Alternatives:
https://staging.userway.org/university/library/provide-an-accessible-method-for-exposing-long-text-alternatives/

Where relevant text exists in the UI, use aria-labelledby and aria-describedby to reference:
https://staging.userway.org/university/library/where-relevant-text-exists-in-the-ui-use-aria-labelledby-and-aria-describedby-to-reference/


Use HTML, ARIA, or Technology-Specific Techniques to Add Short Text Alternatives:
https://staging.userway.org/university/library/use-html-aria-or-technology-specific-techniques-to-add-short-text-alternatives/

Give Decorative Images an ALT Attribute with an Empty String (alt=""""):
https://staging.userway.org/university/library/give-decorative-images-an-alt-attribute-with-an-empty-string-alt/","
Alternative Text for Visuals:
https://staging.userway.org/university/library/alternative-text-for-visuals/

Text Content for Videos:
https://staging.userway.org/university/library/text-content-for-videos/


Figure and Table Captions:
https://staging.userway.org/university/library/figure-and-table-captions/",,,,,,,,,
2,A,2.0,1.1.1 Non-text content,Button missing alt text,The button image is missing an alt attribute.,"Action: Specify a text alternative that describes the button's function.
  
How to fix:
Using alt attributes, add concise, meaningful alt text to the button image, e.g., ""Submit"", ""Download"".","All image submit buttons must have an alt attribute.

Images and graphic content observable by sighted users should be equally communicated with clear, meaningful, and descriptive alternative text (alt tags) to visually impaired visitors using screen readers and assistive tech. The absence of such tags is an accessibility violation.

When an alt attribute is not present on an image, a screen reader may announce the image's file name and path instead. This fails to communicate the image's content.",Critical,https://www.w3.org/WAI/WCAG21/Understanding/non-text-content,Content,Yes,Yes,"Blind, Deafblind, Mobility ","
Provide an Accessible Method for Exposing Long Text Alternatives:
https://staging.userway.org/university/library/provide-an-accessible-method-for-exposing-long-text-alternatives/

Where relevant text exists in the UI, use aria-labelledby and aria-describedby to reference:
https://staging.userway.org/university/library/where-relevant-text-exists-in-the-ui-use-aria-labelledby-and-aria-describedby-to-reference/


Use HTML, ARIA, or Technology-Specific Techniques to Add Short Text Alternatives
https://staging.userway.org/university/library/use-html-aria-or-technology-specific-techniques-to-add-short-text-alternatives/

Give Decorative Images an ALT Attribute with an Empty String (alt="""")
https://staging.userway.org/university/library/give-decorative-images-an-alt-attribute-with-an-empty-string-alt/
","
Alternative Text for Visuals:
https://staging.userway.org/university/library/alternative-text-for-visuals/

Text Content for Videos:

https://staging.userway.org/university/library/text-content-for-videos/


Figure and Table Captions:
https://staging.userway.org/university/library/figure-and-table-captions/",,,,,,,,,
3,A,2.0,1.1.1 Non-text content ,Image map missing alt text,An area element in an image map is missing an alt attribute.,"Action: Add alternative text that describes the area element's function.
  
How to fix:
Using the alt attribute, add concise, meaningful alt text to the area element, e.g., ""Food Court Restaurants"".","All area elements in an image map must have an alt attribute.

Images and graphic content observable by sighted users should be equally communicated with clear, meaningful, and descriptive alternative text (alt tags) to visually impaired visitors using screen readers and assistive tech. The absence of such tags is an accessibility violation.

When an alt attribute is not present on an image, a screen reader may announce the image's file name and path instead. This fails to communicate the image's content.",Critical,https://www.w3.org/WAI/WCAG21/Understanding/non-text-content,Content,No,Yes,"Blind, Low Vision, Deafblind, Cognitive ","
Provide an Accessible Method for Exposing Long Text Alternatives:
https://staging.userway.org/university/library/provide-an-accessible-method-for-exposing-long-text-alternatives/

Where relevant text exists in the UI, use aria-labelledby and aria-describedby to reference:
https://staging.userway.org/university/library/where-relevant-text-exists-in-the-ui-use-aria-labelledby-and-aria-describedby-to-reference/


Use HTML, ARIA, or Technology-Specific Techniques to Add Short Text Alternatives
https://staging.userway.org/university/library/use-html-aria-or-technology-specific-techniques-to-add-short-text-alternatives/

Give Decorative Images an ALT Attribute with an Empty String (alt="""")
https://staging.userway.org/university/library/give-decorative-images-an-alt-attribute-with-an-empty-string-alt/
","
Alternative Text for Visuals:
https://staging.userway.org/university/library/alternative-text-for-visuals/

Text Content for Videos:
https://staging.userway.org/university/library/text-content-for-videos/


Figure and Table Captions:
https://staging.userway.org/university/library/figure-and-table-captions/",,,,,,,,,
4,A,2.0,1.1.1 Non-text content,Alt text duplicates link text,Img element inside a link must not use alt text that duplicates the text content of the link.,"Action: When images are embedded within links that also contain visible link text, set the embedded image as decorative-only; do not re-use the link text in the alt attribute.
  
How to fix:
If the image inside the link does not convey additional information, it is not useful to repeat the link text as alt text. Instead, set a null (empty) alt attribute for the image.","All img elements inside a link [<a>] must not repeat the accessible name provided in the link text. Assistive technologies will announce the accessible name twice, which might confuse the user. Either the alt attribute should be a null/empty alt="""", or it must be given a unique accessible name that is different from the link text.",Moderate,https://www.w3.org/WAI/WCAG21/Understanding/non-text-content,Content,Yes,Yes,"Blind, Low Vision, Deafblind, Cognitive ","
Provide an Accessible Method for Exposing Long Text Alternatives:
https://staging.userway.org/university/library/provide-an-accessible-method-for-exposing-long-text-alternatives/

Where relevant text exists in the UI, use aria-labelledby and aria-describedby to reference:
https://staging.userway.org/university/library/where-relevant-text-exists-in-the-ui-use-aria-labelledby-and-aria-describedby-to-reference/


Use HTML, ARIA, or Technology-Specific Techniques to Add Short Text Alternatives
https://staging.userway.org/university/library/use-html-aria-or-technology-specific-techniques-to-add-short-text-alternatives/

Give Decorative Images an ALT Attribute with an Empty String (alt="""")
https://staging.userway.org/university/library/give-decorative-images-an-alt-attribute-with-an-empty-string-alt/
","
Alternative Text for Visuals:
https://staging.userway.org/university/library/alternative-text-for-visuals/

Text Content for Videos:
https://staging.userway.org/university/library/text-content-for-videos/


Figure and Table Captions:
https://staging.userway.org/university/library/figure-and-table-captions/",,,,,,,,,
5,A,2.0,1.1.1 Non-text content,Missing alt text in a link,"Img element inside a link has empty or missing alt text, when a link beside it contains link text.","Action: When set inside a link with no accessible name, all images present must be given an alt attribute. If an adjacent, relevant link has link text, the links may be combined.
  
How to fix:
1. Consider combining Link A (that has link text) with Link B, containing an image that has no alt text.
2. If the adjacent link is not sufficiently relevant to combine, use alt attributes to add alt text to the image inside the link.","Images and graphic content observable by sighted users should be equally communicated with clear, meaningful, and descriptive alternative text (alt tags) to visually impaired visitors using screen readers and assistive tech. The absence of such tags is an accessibility violation.

When an alt attribute is not present on an image, a screen reader may announce the image's file name and path instead. This fails to communicate the image's content.",Critical,https://www.w3.org/WAI/WCAG21/Understanding/non-text-content,Content,Yes,Yes,"Blind, Low Vision, Deafblind, Cognitive ","
Provide an Accessible Method for Exposing Long Text Alternatives:
https://staging.userway.org/university/library/provide-an-accessible-method-for-exposing-long-text-alternatives/

Where relevant text exists in the UI, use aria-labelledby and aria-describedby to reference:
https://staging.userway.org/university/library/where-relevant-text-exists-in-the-ui-use-aria-labelledby-and-aria-describedby-to-reference/


Use HTML, ARIA, or Technology-Specific Techniques to Add Short Text Alternatives
https://staging.userway.org/university/library/use-html-aria-or-technology-specific-techniques-to-add-short-text-alternatives/

Give Decorative Images an ALT Attribute with an Empty String (alt="""")
https://staging.userway.org/university/library/give-decorative-images-an-alt-attribute-with-an-empty-string-alt/
","
Alternative Text for Visuals:
https://staging.userway.org/university/library/alternative-text-for-visuals/

Text Content for Videos:

https://staging.userway.org/university/library/text-content-for-videos/


Figure and Table Captions:
https://staging.userway.org/university/library/figure-and-table-captions/",,,,,,,,,
6,A,2.0,1.1.1 Non-text content,Image alt text is not meaningful,The image has alternative text that does not convey the information in the image.,"Action: When an image has a text description that does not communicate the meaning of the image, or does not include text that is visible in the image, change the alt text to fit the meaning, and include all visible text.
  
How to fix:
Add accurate, meaningful alt text:
1. Observe the image. What information is it intended to convey?
2. Add concise alt text that matches the image meaning, e.g., ""Room Service"" rather than ""fork bell"".
3. Observe the image. Does it include visible text?
4. If yes, be sure to include any visible text in the alt text, e.g., ""Room Service: 8 a.m. to 8 p.m.""","Images and graphic content observable by sighted users should be equally communicated with clear, meaningful, and descriptive alternative text (alt tags) to visually impaired visitors using screen readers and assistive tech. The absence of such tags is an accessibility violation.

All accessible text (alt text) for images must convey image meaning, and include any text visible in the image. Otherwise, the alt text fails to convey the image's information, and will be irrelevant and ineffective for screen reader and accessible tech users.",Serious,https://www.w3.org/WAI/WCAG21/Understanding/non-text-content,Content,Yes,Yes,"Blind, Low Vision, Deafblind, Cognitive ","
Provide an Accessible Method for Exposing Long Text Alternatives:
https://staging.userway.org/university/library/provide-an-accessible-method-for-exposing-long-text-alternatives/

Where relevant text exists in the UI, use aria-labelledby and aria-describedby to reference:
https://staging.userway.org/university/library/where-relevant-text-exists-in-the-ui-use-aria-labelledby-and-aria-describedby-to-reference/


Use HTML, ARIA, or Technology-Specific Techniques to Add Short Text Alternatives
https://staging.userway.org/university/library/use-html-aria-or-technology-specific-techniques-to-add-short-text-alternatives/

Give Decorative Images an ALT Attribute with an Empty String (alt="""")
https://staging.userway.org/university/library/give-decorative-images-an-alt-attribute-with-an-empty-string-alt/
","
Alternative Text for Visuals:
https://staging.userway.org/university/library/alternative-text-for-visuals/

Text Content for Videos:
https://staging.userway.org/university/library/text-content-for-videos/


Figure and Table Captions:
https://staging.userway.org/university/library/figure-and-table-captions/",,,,,,,,,
7,A,2.0,1.1.1 Non-text content,Missing Captcha alternative,Missing alternate method to solve visual Captcha.,"Action: Provide an alternate method of solving the Captcha.
  
How to fix:
For people who cannot see the Captcha image, the resulting page function is inaccessible (e.g., Submit Form). Offer an alternate, accessible method to solve the Captcha, such as audio, math logic, OTP, etc.","Captchas generally contain text or audio. The purpose of Captcha forms is to prevent automated servers and automated robotic web crawlers (""bots"") from submitting forms.

However, assistive tech users, who may not be able to properly view or listen to Captcha-type distorted text or audio, will be blocked from accessing the content unless an alternative method is provided.",Critical,https://www.w3.org/WAI/WCAG21/Understanding/non-text-content,Content,No,No,"Blind, Low Vision, Deafblind, Cognitive ","
Provide an Accessible Method for Exposing Long Text Alternatives:
https://staging.userway.org/university/library/provide-an-accessible-method-for-exposing-long-text-alternatives/

Where relevant text exists in the UI, use aria-labelledby and aria-describedby to reference:
https://staging.userway.org/university/library/where-relevant-text-exists-in-the-ui-use-aria-labelledby-and-aria-describedby-to-reference/


Use HTML, ARIA, or Technology-Specific Techniques to Add Short Text Alternatives
https://staging.userway.org/university/library/use-html-aria-or-technology-specific-techniques-to-add-short-text-alternatives/

Give Decorative Images an ALT Attribute with an Empty String (alt="""")
https://staging.userway.org/university/library/give-decorative-images-an-alt-attribute-with-an-empty-string-alt/
","
Alternative Text for Visuals:
https://staging.userway.org/university/library/alternative-text-for-visuals/

Text Content for Videos:

https://staging.userway.org/university/library/text-content-for-videos/


Figure and Table Captions:
https://staging.userway.org/university/library/figure-and-table-captions/",,,,,,,,,
8,A,2.0,1.1.1 Non-text content,Captcha image missing alt text,Img element on the Captcha lacks text alternative.,"Action: Provide a generic text alternative for the image.
  
How to fix:
Because Captcha images are randomly generated, it is not possible to offer a directly relevant alt text. However, the image is important: it is the key to a page function. To be sure that screen reader and assistive tech users are informed about the image, add generic alt text, e.g., ""Captcha image"".",All Captcha-type img elements must have a generic alternate text to enable assistive technologies to access the content.,Serious,https://www.w3.org/WAI/WCAG21/Understanding/non-text-content,Content,No,No,"Blind, Low Vision, Deafblind, Cognitive ","
Provide an Accessible Method for Exposing Long Text Alternatives:
https://staging.userway.org/university/library/provide-an-accessible-method-for-exposing-long-text-alternatives/

Where relevant text exists in the UI, use aria-labelledby and aria-describedby to reference:
https://staging.userway.org/university/library/where-relevant-text-exists-in-the-ui-use-aria-labelledby-and-aria-describedby-to-reference/


Use HTML, ARIA, or Technology-Specific Techniques to Add Short Text Alternatives
https://staging.userway.org/university/library/use-html-aria-or-technology-specific-techniques-to-add-short-text-alternatives/

Give Decorative Images an ALT Attribute with an Empty String (alt="""")
https://staging.userway.org/university/library/give-decorative-images-an-alt-attribute-with-an-empty-string-alt/
","
Alternative Text for Visuals:
https://staging.userway.org/university/library/alternative-text-for-visuals/

Text Content for Videos:

https://staging.userway.org/university/library/text-content-for-videos/


Figure and Table Captions:
https://staging.userway.org/university/library/figure-and-table-captions/",,,,,,,,,
9,A,2.0,1.1.1 Non-text content,Informative image missing alt text,"The image conveys information, but does not have a text alternative.","Action: Describe the image with a text alternative.
 
How to fix:
1. Observe the image. What information is it intended to convey?
2. Add concise, meaningful alt text that describes the meaning of the image in appropriate context, e.g., ""Sunflower seed patterns follow the Fibonacci sequence"" or ""Tulip market in Amsterdam, Holland"" rather than ""flowers"".","Images and graphic content observable by sighted users should be equally communicated with clear, meaningful, and descriptive alternative text (alt tags) to visually impaired visitors using screen readers and assistive tech. The absence of such tags is an accessibility violation.

When an alt attribute is not present on an image, a screen reader may announce the image's file name and path instead. This fails to communicate the image's content.",Critical,https://www.w3.org/WAI/WCAG21/Understanding/non-text-content,Content,Yes,No,"Blind, Low Vision, Deafblind, Cognitive ","
Provide an Accessible Method for Exposing Long Text Alternatives:
https://staging.userway.org/university/library/provide-an-accessible-method-for-exposing-long-text-alternatives/

Where relevant text exists in the UI, use aria-labelledby and aria-describedby to reference:
https://staging.userway.org/university/library/where-relevant-text-exists-in-the-ui-use-aria-labelledby-and-aria-describedby-to-reference/


Use HTML, ARIA, or Technology-Specific Techniques to Add Short Text Alternatives
https://staging.userway.org/university/library/use-html-aria-or-technology-specific-techniques-to-add-short-text-alternatives/

Give Decorative Images an ALT Attribute with an Empty String (alt="""")
https://staging.userway.org/university/library/give-decorative-images-an-alt-attribute-with-an-empty-string-alt/
","
Alternative Text for Visuals:
https://staging.userway.org/university/library/alternative-text-for-visuals/

Text Content for Videos:

https://staging.userway.org/university/library/text-content-for-videos/


Figure and Table Captions:
https://staging.userway.org/university/library/figure-and-table-captions/",,,,,,,,,
10,A,2.0,1.1.1 Non-text content,Decorative image has alt text,Img element that is decorative-only has alt text.,"Action: Decorative-only images that do not convey information must be given a null attribute so that screen readers and assistive tech will skip over it.
  
 How to fix:
 1. Observe that the image does not convey important information: e.g., a decorative swirl, or a photo of a person next to a text description of that person.
 2. Remove descriptive text. Add an empty alt attribute (alt="""") instead.

Note: Null alt attributes are also sometimes known as empty alt attributes. They are made by including no information between the opening and closing quotes of an alt attribute.","Decorative-only images and graphic elements do not convey information that is required to understand the content or website's overall meaning. They should not be communicated to screen reader and assistive tech users, as they are a waste of time and confusing.",Serious,https://www.w3.org/WAI/WCAG21/Understanding/non-text-content,Content,Yes,Yes,"Blind, Low Vision, Deafblind, Cognitive ","
Provide an Accessible Method for Exposing Long Text Alternatives:
https://staging.userway.org/university/library/provide-an-accessible-method-for-exposing-long-text-alternatives/

Where relevant text exists in the UI, use aria-labelledby and aria-describedby to reference:
https://staging.userway.org/university/library/where-relevant-text-exists-in-the-ui-use-aria-labelledby-and-aria-describedby-to-reference/


Use HTML, ARIA, or Technology-Specific Techniques to Add Short Text Alternatives
https://staging.userway.org/university/library/use-html-aria-or-technology-specific-techniques-to-add-short-text-alternatives/

Give Decorative Images an ALT Attribute with an Empty String (alt="""")
https://staging.userway.org/university/library/give-decorative-images-an-alt-attribute-with-an-empty-string-alt/
","
Alternative Text for Visuals:
https://staging.userway.org/university/library/alternative-text-for-visuals/

Text Content for Videos:

https://staging.userway.org/university/library/text-content-for-videos/


Figure and Table Captions:
https://staging.userway.org/university/library/figure-and-table-captions/",,,,,,,,,
